1621820962.036531	3,2
1621820962.6984377	3
1621820981.3356612	3,2
1621820990.941049	3
1621821021.2403445	3,2
1621821030.9492433	3
1621821071.0560944	3,2
1621821090.8583994	3
1621821151.0863984	3,2
1621821162.060412	3
1621821170.8770752	3,2
1621821190.8088586	3
1621821220.8646562	3,2
1621821231.2349703	3
1621821291.3194082	3,2
1621821325.3415034	3
1621821330.7199404	3,2
1621821350.7477493	3
1621821391.2826116	3,2
1621821400.666449	3
1621821438.617705	3,2
1621821439.4320474	3
1621821440.208205	3,2
1621821441.0108867	3
1621821481.3152735	3,2
1621821495.3654337	3
1621821511.3598971	3,2
1621821520.8918293	3
1621821530.9083724	3,2
1621821540.9608133	3
1621821552.2910237	3,2
1621821554.347878	3
1621821561.0560749	3,2
1621821571.2006896	3
1621821581.2051528	3,2
1621821591.2402663	3
1621821611.2158613	3,2
1621821621.2741458	3
1621821631.2857838	3,2
1621821650.6768813	3
1621821681.2694347	3,2
1621821690.632776	3
1621821741.1694155	3,2
1621821751.2221458	3
1621821761.2390091	3,2
1621821771.2806077	3
1621821781.298833	3,2
1621821800.7472389	3
1621821820.7485063	3,2
1621821830.8249178	3
1621821840.842239	3,2
1621821850.9253085	3
1621821861.6095538	3,2
1621821891.6311002	3
1621821901.008118	3,2
1621821911.7077384	3
1621821961.5350497	3,2
1621821969.5720963	3
1621821970.9667706	3,2
1621821981.0253987	3
1621822020.8947394	3,2
1621822030.9516304	3
1621822050.9157007	3,2
1621822061.0676916	3
1621822120.8613899	3,2
1621822140.95353	3
1621822160.949527	3,2
1621822172.5464232	3
1621822211.1228304	3,2
1621822221.1723256	3
1621822241.1576226	3,2
1621822251.2130406	3
1621822291.114691	3,2
1621822301.1882389	3
1621822321.1746142	3,2
1621822331.237842	3
1621822336.000122	3,2
