ubuntu@client-measure-pmp6:~/memcache-perf-dynamic$ ./mcperf -s 10.156.15.226 -a 10.156.15.225 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1500 --qps_interval 10 --qps_min 5000 --qps_max 100000 --qps_seed 42
Random waveform, supplied seed
Total number of intervals = 150 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175)
Average QPS expected = 49648
Timestamp start: 1621820960252
Timestamp end: 1621822460701

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      517.6   759.3    68.9   108.1   126.6   322.7   450.8   590.5   832.4  1075.7  1249.7  1426.4  1840.3  7137.9 31835.1  38439.9    38416
read      432.6   602.4    68.9   113.0   133.5   320.5   406.8   464.4   512.6   580.6   687.1  1185.2  2424.8  6434.3 23504.1  65908.4    65892
read      533.3   826.2    68.9   108.2   126.5   322.6   450.1   585.8   821.2  1100.2  1285.0  1476.6  1994.8  9389.3 31851.2  39525.7    39560
read      552.5  1582.2    68.9   117.2   144.9   372.9   494.9   557.4   596.0   639.1   696.3   805.3  4911.7 31141.2 38533.8  10031.2    10016
read      497.9   669.1    68.9   108.8   127.3   298.2   403.9   496.8   603.6   923.8  1354.6  1678.6  2165.3  6329.4 24609.4  55161.9    55224
read     1059.8  2407.7    68.9   121.6   154.9   493.2   821.3   997.5  1175.9  1548.1  2440.6  3551.3  6910.5 32270.1 39136.1  20069.7    19982
read      537.5   798.0    68.9   108.8   127.0   313.2   434.1   558.6   773.0  1126.3  1379.3  1637.3  2210.1  9119.0 31205.0  48021.0    48114
read      489.4   520.6    68.9   111.6   129.6   324.7   451.2   578.8   798.0  1034.3  1202.5  1366.4  1647.7  4132.3 15836.9  36268.9    36283
read      518.1   808.0    68.9   110.5   131.2   353.4   533.8   718.1   820.9   905.6   994.1  1124.0  2209.8  9162.3 31984.0  23278.7    23315
read      578.1  1720.5    74.4   114.0   140.3   356.2   488.2   554.8   595.1   639.1   696.6   816.2  6306.8 31285.3 40941.9  11154.0    11150
read      438.1   662.1    63.8   123.5   153.4   344.6   415.6   464.1   507.2   579.0   681.3   887.7  2174.2  7015.5 31068.6  98605.4    98724
read      480.3   715.9    68.9   110.6   130.0   314.8   413.7   487.6   559.3   681.1  1088.6  1598.8  2219.0  8329.2 30390.5  56798.1    56880
read      540.7  1349.6    68.9   112.3   136.8   363.0   517.9   604.0   651.0   703.4   767.3   872.5  4511.6 27172.4 37174.4  13489.3    13467
read      453.0   620.6    68.9   128.9   162.3   361.3   436.3   489.0   534.7   603.1   710.0   929.3  2341.2  6753.7 29364.4  99412.1    99368
read      513.3   739.1    68.9   107.0   124.7   309.6   423.4   530.2   672.2  1063.5  1333.5  1568.8  2035.1  7548.4 30720.9  46192.9    46206
read      428.1   640.7    68.9   112.2   133.4   319.5   400.5   455.6   503.1   570.7   672.8  1074.0  2479.6  6320.3 29265.8  71613.4    71651
read      560.1  1215.3    68.9   107.8   128.2   345.9   519.4   703.1   806.6   892.6   984.0  1116.6  4259.8 15555.8 36048.6  22793.4    22741
read      490.9   739.6    68.9   108.9   127.6   301.4   402.1   484.4   571.5   767.7  1272.5  1651.6  2232.9  8244.1 30375.0  56604.5    56654
read      424.3   632.5    68.9   122.3   151.5   339.9   408.1   456.5   499.2   565.1   663.1   833.1  2086.4  6623.1 30812.8  99459.5    99570
read      538.4  1023.3    68.9   107.7   127.3   343.1   511.8   701.0   818.0   908.0  1000.2  1137.8  3172.3 11033.7 32215.8  23032.6    23047
read      430.9   653.8    68.9   112.4   133.3   318.3   401.1   456.4   504.7   573.9   678.0  1145.4  2450.7  6456.0 30120.6  69919.7    70008
read      504.0   737.4    68.9   106.4   124.4   311.4   428.6   539.1   699.0  1036.0  1264.5  1471.4  1885.2  7404.9 31220.7  42923.7    42943
read      518.0   732.3    68.9   107.9   126.0   310.8   431.1   541.8   701.2  1076.8  1347.1  1586.6  2092.1  7791.1 30220.6  46597.5    46704
read      462.3   762.7    68.9   116.0   140.2   333.4   414.6   472.0   526.0   601.4   717.2  1416.3  2636.5  8947.0 31334.7  75844.8    75970
read      565.6  1230.9    68.9   108.9   129.7   354.5   523.6   705.9   813.4   900.7   993.7  1140.4  3964.8 15922.9 35557.0  21934.0    21917
read      467.3   763.2    68.9   120.1   147.3   347.5   428.3   486.0   538.6   617.3   730.3  1237.1  2650.0  8664.1 31553.9  81915.3    82027
read      429.5   642.1    68.9   117.5   142.0   337.2   418.2   470.1   515.9   580.3   676.6   874.1  2513.7  6437.1 30874.3  81622.9    81583
read      587.7  1501.5    68.9   116.2   141.7   379.4   552.7   649.8   704.9   764.0   836.6   972.5  5567.3 30349.8 36929.0  14338.0    14259
read      613.9  1888.2    74.4   124.6   158.6   355.0   457.9   506.6   540.3   580.8   638.1   834.2  7388.9 31297.1 38100.1   7784.0     7821
read      573.2  1315.7    68.9   111.1   135.1   368.3   549.9   686.2   755.4   822.0   898.3  1019.9  5081.2 21083.6 35348.2  17656.6    17727
read      438.9   673.0    68.9   112.1   133.0   321.7   406.0   463.1   512.2   583.5   692.3  1259.2  2389.3  7163.6 30774.6  65478.1    65559
read      538.4   856.8    68.9   107.6   126.1   319.8   449.0   577.8   801.1  1103.5  1304.2  1502.4  2100.8  9346.8 31660.5  41228.0    41133
read      546.2  1030.7    68.9   107.2   125.7   333.9   493.6   706.8   882.7   998.3  1107.9  1262.5  2664.1 11989.7 36381.5  28598.5    28693
read      499.8   663.2    68.9   106.6   124.8   300.5   409.9   508.0   625.5   963.3  1355.3  1663.7  2134.1  5809.8 27784.1  53048.5    53141
read      510.0   697.7    68.9   107.3   126.7   304.6   414.7   511.8   623.9   947.9  1390.7  1721.5  2230.8  6575.6 28654.5  54583.0    54512
read      588.3  1536.3    63.8   112.3   138.5   373.6   546.1   643.4   698.7   757.3   828.8   951.6  5490.6 30565.2 36989.0  14820.6    14835
read      435.9   584.8    68.9   124.4   155.0   352.1   421.2   465.5   509.3   582.5   688.9   861.2  2287.3  6983.6 27946.7  98412.0    98446
read      526.7   811.4    68.9   108.1   126.9   325.4   453.9   579.4   769.1  1050.1  1246.9  1444.3  2030.1  9171.9 31728.8  38187.0    38117
read      465.7   777.1    68.9   116.9   141.9   336.5   416.5   475.2   528.3   600.2   706.9  1259.3  2876.1  8960.9 30792.0  78050.4    77994
read      530.4   872.3    68.9   107.5   126.2   336.5   489.1   666.8   857.1   996.1  1121.4  1280.0  2075.8  9467.1 32061.9  30201.3    30209
read      429.5   592.5    68.9   111.5   131.8   317.2   401.3   458.3   505.6   575.8   686.9  1299.9  2372.2  5532.8 28582.4  68305.5    68315
read      411.2   660.4    68.9   118.1   143.3   329.1   403.2   452.7   494.1   550.7   636.1   782.3  2416.9  6930.3 31274.6  91906.1    91940
read      507.2   745.0    68.9   107.2   124.9   305.9   417.5   516.1   639.7  1005.1  1338.1  1597.4  2053.5  8102.9 30980.3  49196.7    49308
read      527.3   821.3    68.9   107.6   125.6   313.9   429.6   543.9   714.8  1089.0  1358.9  1593.9  2091.0  9138.2 31324.3  46863.0    46880
read      422.2   734.4    68.9   119.4   145.6   333.8   407.7   458.6   502.2   563.2   650.5   805.2  2339.1  7848.6 31995.3  92443.1    92540
read      508.7   698.5    68.9   107.0   124.8   307.1   418.4   522.2   665.1  1026.5  1335.1  1603.9  2106.1  7143.3 29274.8  49390.0    49396
read      430.1   702.5    68.9   123.4   152.7   343.8   417.7   467.1   509.4   571.3   662.7   825.7  2181.4  8241.4 31527.7  97702.4    97841
read      523.5   793.1    68.9   106.8   125.1   325.2   462.2   618.1   853.9  1052.3  1210.3  1382.8  1943.4  8116.0 31720.1  35367.7    35404
read      475.2   719.9    68.9   118.5   145.1   341.6   424.9   487.6   544.0   625.6   754.7  1478.2  2752.0  7405.6 31257.0  80451.0    80451
read      416.5   655.1    68.9   117.0   141.5   328.5   405.5   456.9   500.3   561.2   647.1   804.7  2520.9  6731.5 30643.7  87153.7    87228
read      414.8   606.6    68.9   112.5   133.7   316.6   397.0   451.0   496.7   558.0   648.2   873.0  2502.4  6237.8 30378.5  75580.7    75554
read      487.7   726.4    68.9   106.9   125.8   294.1   392.3   471.4   553.2   735.6  1303.8  1720.1  2289.5  7669.0 29145.8  57951.6    57964
read      422.9   618.9    68.9   115.0   138.5   323.5   399.8   453.5   501.0   565.9   659.4   896.8  2549.4  6098.3 29378.9  83599.6    83546
read      479.2   645.7    68.9   107.7   126.0   296.2   396.5   478.2   561.2   748.8  1270.1  1665.7  2177.4  6564.4 21457.5  55480.9    55468
read      515.7   790.4    68.9   106.3   124.4   314.7   450.4   617.8   855.0  1023.7  1165.2  1336.0  1950.3  8779.7 31453.6  34107.1    34203
read      514.8   820.1    68.9   106.9   125.2   311.5   431.4   572.7   814.1  1048.6  1214.3  1392.2  1880.5  8743.6 31756.6  37523.2    37629
read      512.7   817.9    68.9   106.4   125.0   312.7   438.0   584.7   818.3  1013.5  1169.9  1350.0  1930.8 10172.7 31675.3  34571.0    34577
read      501.8   749.1    68.9   107.4   125.5   300.3   404.9   505.1   646.6   998.8  1296.4  1553.4  2024.4  8278.8 30987.9  47448.8    47426
read      417.9   585.7    68.9   109.4   128.1   304.3   391.1   447.0   495.2   561.7   678.0  1302.5  2157.7  5914.8 25642.5  58737.4    58845
read      407.4   560.1    68.9   112.4   132.6   308.5   391.1   444.7   489.4   549.1   640.0   944.2  2301.2  5721.6 22854.9  66968.5    66993
read      544.1  1661.0    68.9   113.7   136.1   334.4   458.3   525.5   567.2   613.5   672.1   783.6  5645.7 30918.4 39849.5  11065.3    10977
read      483.0   661.8    68.9   107.2   125.5   293.1   394.4   484.1   588.1   887.0  1294.6  1604.7  2104.5  6176.4 26107.5  51440.8    51529
read      485.1   715.5    68.9   106.6   124.8   293.1   393.7   479.4   586.6   910.5  1277.2  1564.1  2027.1  8290.1 30369.8  48404.1    48344
read      514.5  1957.1    74.4   124.5   155.9   279.5   345.1   381.7   406.4   436.1   475.5   578.5  5983.7 31962.5 41667.1   5938.3     5902
read      408.1   584.2    68.9   111.2   132.0   309.2   386.4   438.8   485.2   547.8   637.1   930.4  2357.0  5663.5 24060.7  71434.9    71602
read      488.8   728.1    68.9   106.4   124.8   300.3   403.0   503.5   642.5   978.2  1218.6  1446.5  1930.6  8354.1 31081.4  41966.2    41886
read      482.7   828.2    68.9   104.8   122.5   289.0   384.9   465.8   552.6   859.8  1311.3  1588.4  2010.9  7691.1 36056.7  47416.4    47456
read      421.4   692.6    63.8   121.2   148.2   332.6   405.0   456.8   499.9   560.6   648.3   806.7  2198.7  8223.8 31029.6  93901.1    93939
read      509.7  1282.2    68.9   108.9   129.9   315.6   467.0   592.8   663.4   730.3   804.2   919.7  4290.6 22814.6 37407.4  16893.2    16890
read      499.0   751.6    68.9   106.2   125.2   299.3   400.8   491.6   597.5   959.0  1315.0  1581.5  2094.4  8407.9 30984.8  45641.7    45689
read      503.1   886.8    68.9   105.7   124.9   306.4   426.1   565.6   791.9   976.0  1122.1  1294.3  1985.6 10194.1 34827.4  32803.7    32790
read      498.7   754.9    68.9   106.8   125.8   300.7   406.5   510.2   663.0   999.6  1255.7  1490.4  2011.0  8437.1 31296.2  44034.7    44044
read      510.2   971.5    68.9   106.4   126.1   307.2   444.2   633.7   804.0   921.6  1039.2  1188.1  2409.4 10472.9 32399.1  28167.5    28149
read      501.6   756.5    68.9   107.1   127.0   305.7   414.8   519.5   677.6  1016.4  1233.6  1450.0  1976.1  8696.3 31333.9  39738.8    39739
read      429.9   635.6    68.9   112.7   134.8   316.9   396.8   452.0   499.4   566.5   665.1  1085.0  2644.0  6833.1 28652.0  72460.9    72475
read      404.2   632.4    68.9   118.2   144.6   326.6   398.0   443.8   483.6   540.6   624.7   756.9  2394.0  7541.9 30454.7  93901.3    93882
read      522.2  1948.4    74.4   120.7   150.2   271.2   337.0   375.4   402.4   433.8   478.3   599.5  6309.7 31670.3 37637.4   6701.5     6692
read      491.4   718.5    68.9   105.8   124.7   292.4   394.1   482.2   581.9   887.5  1328.3  1635.7  2136.0  7362.0 29873.6  50272.4    50406
read      429.6   666.6    68.9   114.3   138.6   324.6   397.7   449.6   495.5   563.5   665.1   983.2  2482.4  6752.9 30878.2  82973.8    83055
read      464.8   669.5    68.9   106.5   125.4   292.0   383.3   454.2   523.1   639.2  1157.9  1684.4  2220.6  6593.4 27948.8  55595.1    55609
read      523.6  1380.8    68.9   108.3   129.9   308.2   464.1   593.3   661.0   725.2   797.7   921.9  5170.4 26688.8 41803.6  16952.4    16968
read      504.3   828.6    68.9   105.7   125.3   299.2   403.7   506.3   659.6  1019.9  1255.3  1483.8  2016.0  9201.4 31782.7  42931.1    43031
read      566.8  1553.3    68.9   109.9   131.8   315.6   475.5   609.3   681.0   749.3   832.4   992.7  6016.1 30333.1 37767.2  17105.4    17236
read      432.0   680.7    68.9   115.5   140.0   325.6   398.4   450.7   498.0   566.9   663.9   932.7  2663.5  7558.2 30879.2  82135.4    82183
read      515.1   866.1    68.9   107.7   127.7   306.7   416.9   521.8   672.2  1019.6  1261.8  1498.7  2154.5  9273.9 33198.4  42222.7    42212
read      565.1  1778.0    68.9   109.8   133.2   310.2   440.1   519.9   570.5   623.0   689.4   836.8  6690.4 31099.2 37196.0  12268.3    12244
read      427.9   632.6    68.9   111.2   132.6   313.2   397.3   453.8   502.1   570.9   678.4  1227.7  2345.5  6795.7 30379.7  61726.2    61777
read      494.7   758.9    68.9   106.6   125.9   304.4   417.9   539.3   733.7   994.3  1166.0  1356.2  1881.6  8455.8 31468.7  37029.3    36984
read      500.5   895.4    68.9   106.8   126.9   307.2   435.6   604.4   805.5   942.4  1067.7  1220.2  2048.5 10806.5 32025.6  29074.2    29093
read      491.2   723.9    68.9   106.4   125.9   300.2   404.2   504.8   650.7  1019.1  1243.0  1454.2  1883.2  7941.3 31092.7  41652.1    41715
read      501.5   789.8    68.9   106.7   126.5   306.5   428.5   574.0   796.5  1000.0  1148.4  1328.8  1880.4  8309.6 31600.2  34847.3    34838
