ubuntu@client-measure-pmp6:~/memcache-perf-dynamic$ ./mcperf -s 10.156.15.226 -a 10.156.15.225 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1500 --qps_interval 10 --qps_min 5000 --qps_max 100000 --qps_seed 42
Random waveform, supplied seed
Total number of intervals = 150 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175)
Average QPS expected = 49648
Timestamp start: 1621809245219
Timestamp end: 1621810745627

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      503.2   943.6    68.9   107.3   128.2   316.7   467.1   654.2   775.8   870.9   964.8  1094.5  2524.0 10085.1 35901.8  23239.8    23315
read      531.0  1611.2    68.9   110.6   134.5   313.9   437.1   506.1   548.3   594.2   656.6   794.8  5587.5 31018.7 37495.0  11123.9    11150
read      443.2   569.9    68.9   127.5   163.1   371.7   437.0   476.3   514.3   580.9   695.7   873.5  2036.2  5879.7 28413.9  98676.1    98724
read      421.5   568.7    68.9   108.1   127.7   309.3   393.7   444.8   487.6   546.4   639.6  1444.7  2262.5  5297.7 17733.7  56963.8    56880
read      521.4  1451.0    68.9   109.5   132.4   322.6   458.2   550.5   603.3   658.6   729.2   849.1  5175.4 30220.3 36668.2  13415.0    13467
read      442.5   582.1    68.9   127.0   161.7   371.0   441.0   479.7   513.5   575.0   684.2   875.0  2144.7  6689.5 27971.2  99337.4    99368
read      482.8   781.0    68.9   102.4   119.6   299.3   385.1   443.0   499.8   603.2  1410.1  1721.4  2178.4  8828.4 31379.7  46229.0    46206
read      394.1   546.0    68.9   110.2   131.0   316.6   395.2   441.9   478.2   530.1   605.4   749.3  2323.0  5840.5 15887.2  71589.1    71651
read      510.9   987.3    68.9   107.5   128.4   317.7   470.2   649.4   770.6   865.4   959.8  1090.3  2957.0 10644.2 32259.9  22777.1    22741
read      444.6   701.5    68.9   105.6   124.7   302.0   386.4   438.1   483.7   548.1   673.2  1716.3  2358.3  6666.6 30695.9  56632.7    56654
read      414.5   557.3    68.9   124.6   155.5   350.9   421.6   462.4   497.7   552.4   642.7   794.8  1868.7  6477.8 28353.5  99634.4    99570
read      500.6   987.1    68.9   107.0   127.0   311.5   451.8   628.1   761.9   860.9   956.8  1086.7  2749.2 10852.6 32463.3  23072.4    23047
read      409.1   579.1    68.9   110.5   132.4   323.5   403.2   450.8   489.6   543.1   623.2   799.1  2444.6  5839.4 29372.6  69995.2    70008
read      488.7   766.5    68.9   100.7   117.9   300.3   388.6   452.8   514.6   668.1  1404.5  1655.0  2097.6  8495.9 30754.2  42938.5    42943
read      478.5   702.9    68.9   100.7   117.7   294.5   379.7   438.3   497.5   604.1  1458.2  1736.5  2154.6  6459.6 29885.5  46720.1    46704
read      425.8   673.2    68.9   113.8   137.5   332.4   411.1   459.5   499.8   557.4   645.3   840.2  2537.7  7499.1 30575.5  75812.9    75970
read      512.5  1076.5    68.9   106.7   127.9   319.1   468.6   642.4   753.1   844.2   935.4  1073.6  3167.7 13134.0 36686.1  21897.5    21917
read      428.5   617.5    68.9   115.4   141.3   339.6   414.5   462.0   502.4   563.8   657.2   854.6  2512.3  7324.7 29084.0  82093.0    82027
read      394.1   535.7    68.9   113.0   136.0   323.2   398.4   443.8   480.1   530.7   607.6   741.0  2445.8  5802.4 24716.8  81576.2    81583
read      535.9  1483.8    68.9   108.2   132.0   323.0   465.4   566.9   622.5   679.6   747.6   867.9  5521.5 30032.8 37740.4  14299.5    14259
read      546.7  1937.9    68.9   115.8   145.8   294.3   382.0   429.7   462.1   499.4   548.1   673.5  6291.5 31643.5 37792.5   7869.7     7821
read      512.3  1119.7    68.9   106.9   130.0   326.0   490.8   625.7   699.1   771.0   852.7   983.2  3784.0 11054.3 32467.4  17699.3    17727
read      404.0   541.0    68.9   109.9   131.0   317.8   400.9   448.5   486.6   539.9   616.7   804.5  2315.0  5910.6 16122.3  65455.1    65559
read      499.4   862.3    68.9   101.5   119.1   303.6   391.6   459.8   528.1   819.1  1378.1  1604.3  2086.7 10102.6 31714.8  41119.4    41133
read      507.5   920.6    68.9   106.1   126.6   315.7   432.9   556.8   801.7   965.9  1089.1  1249.8  2051.3 11503.5 32390.7  28714.2    28693
read      482.5   770.8    68.9   102.2   119.7   291.2   376.0   434.2   489.3   578.6  1480.1  1866.6  2336.3  8019.0 30998.4  53232.9    53141
read      442.1   608.0    68.9   104.6   123.3   300.2   385.2   437.8   485.2   552.3   706.7  1730.8  2281.0  4637.4 16152.4  54466.7    54512
read      511.5  1269.0    68.9   107.6   130.6   327.6   477.0   585.5   642.1   701.5   771.9   885.1  4382.9 27943.0 32504.2  14797.4    14835
read      431.8   651.1    68.9   126.1   159.6   361.8   431.0   471.4   508.1   567.5   662.7   818.8  2084.0  7546.3 30732.4  98451.2    98446
read      513.0   953.5    68.9   103.1   121.8   309.0   399.6   475.9   559.7  1036.2  1313.2  1518.4  2038.0 11381.2 32264.5  38144.4    38117
read      425.1   635.1    68.9   114.0   138.2   333.4   410.6   458.5   498.7   556.7   645.3   841.9  2607.9  7215.1 28984.8  78106.3    77994
read      495.2   762.0    68.9   105.7   126.2   317.2   431.1   543.9   776.1   973.8  1107.8  1267.3  1897.5  9212.5 31116.9  30197.2    30209
read      415.2   554.7    63.8   111.2   133.1   323.3   405.4   454.3   494.4   549.2   633.6   864.0  2422.0  6254.7 16812.1  68334.8    68315
read      401.0   602.9    68.9   118.2   145.1   334.4   405.9   450.3   486.7   538.0   615.3   742.6  2098.4  7288.6 28857.2  91915.6    91940
read      480.0   753.4    68.9   101.8   119.0   294.5   379.5   438.1   493.6   585.7  1458.5  1789.4  2234.6  7972.6 31001.2  49343.4    49308
read      488.6   807.0    68.9   101.3   117.8   294.8   380.1   440.9   499.6   612.9  1463.0  1739.6  2171.7  9100.4 31745.2  46873.5    46880
read      617.7   916.5    68.9   139.0   185.8   431.3   540.2   697.5   802.2   899.6  1133.7  1742.0  2775.2 11363.9 32223.7  92586.1    92540
read      476.0   665.7    68.9   105.4   127.0   331.2   421.1   467.0   509.5   604.7   946.3  1698.4  2175.8  6747.1 27722.5  49469.9    49396
read      441.9   584.7    68.9   127.3   161.3   367.0   435.8   477.6   517.0   581.3   685.6   865.7  2294.4  6727.2 27374.7  97713.8    97841
read      501.6   853.0    68.9   104.3   124.0   313.2   411.3   497.8   600.6  1031.4  1235.6  1428.0  1981.9  9760.6 32507.6  35351.9    35404
read      444.6   652.9    68.9   115.5   141.5   343.7   419.1   466.2   508.5   577.7   681.8  1008.3  2577.1  7106.7 30138.4  80426.8    80451
read      399.2   577.8    68.9   115.3   140.6   329.3   403.6   449.0   485.4   536.3   614.2   746.1  2372.0  6148.6 29134.1  87355.1    87228
read      399.7   575.0    68.9   111.4   133.1   321.2   400.0   446.5   483.8   535.9   614.2   763.4  2376.2  6102.8 28275.9  75488.7    75554
read      431.0   616.7    68.9   107.1   126.8   310.3   394.8   446.5   490.6   552.1   657.5  1526.8  2319.1  5957.3 26019.3  58029.1    57964
read      400.2   588.5    68.9   114.4   138.3   327.4   403.2   449.0   485.6   536.0   613.1   749.0  2445.2  6743.2 29039.6  83641.8    83546
read      407.1   548.9    68.9   110.4   130.2   321.6   406.5   454.9   494.9   549.3   629.4   893.3  2075.7  5697.6 19599.1  55543.8    55468
read      526.6   912.8    68.9   106.9   127.5   324.2   431.8   532.0   727.3  1050.3  1230.7  1424.7  2153.2 10697.6 32100.4  34192.5    34203
read      512.3   801.0    68.9   105.3   124.8   314.2   412.4   498.2   606.3  1080.7  1303.1  1499.0  2061.1  9254.4 31016.2  37534.7    37629
read      516.0   804.8    68.9   106.9   127.7   322.4   433.8   538.2   750.6  1037.3  1206.3  1392.4  1982.5  9082.0 31613.0  34532.5    34577
read      489.8   737.0    68.9   102.1   118.9   296.3   382.3   445.3   504.0   619.5  1493.3  1785.5  2222.3  7778.8 30470.2  47546.0    47426
read      419.4   597.4    68.9   108.0   127.8   312.4   395.1   444.6   485.7   543.3   630.4  1269.9  2324.2  6545.1 26136.0  58846.4    58845
