1621809247.7168586	3,2
1621809248.3783774	3
1621809257.2789123	3,2
1621809258.6953208	3
1621809261.4520717	3,2
1621809275.725251	3
1621809306.0952227	3,2
1621809321.221324	3
1621809356.4793918	3,2
1621809376.223779	3
1621809435.7005522	3,2
1621809476.2754598	3
1621809506.2901468	3,2
1621809517.5167887	3
1621809576.124333	3,2
1621809614.8716109	3
1621809616.2824473	3,2
1621809636.0188923	3
1621809675.8650086	3,2
1621809686.0609968	3
1621809713.1387284	3,2
1621809714.5440156	3
1621809766.194114	3,2
1621809782.2617898	3
1621809796.258267	3,2
1621809806.3486857	3
1621809815.70521	3,2
1621809825.7160401	3
1621809839.0408692	3,2
1621809843.7814522	3
1621809845.8381317	3,2
1621809855.879654	3
1621809865.8767788	3,2
1621809875.9241154	3
1621809895.897524	3,2
1621809905.9409776	3
1621809915.942385	3,2
1621809935.999015	3
1621809965.8919215	3,2
1621809975.9280133	3
1621810007.1960406	3,2
1621810011.2532768	3
1621810025.9008565	3,2
1621810035.9429336	3
1621810045.9506803	3,2
1621810055.9918587	3
1621810066.0028808	3,2
1621810086.0144112	3
1621810105.990428	3,2
1621810118.1519651	3
1621810126.2005699	3,2
1621810136.2701268	3
1621810146.2768955	3,2
1621810181.6612556	3
1621810185.0450625	3,2
1621810205.712329	3
1621810247.5805962	3,2
1621810266.2321007	3
1621810306.1206026	3,2
1621810316.157699	3
1621810335.6446064	3,2
1621810345.7483916	3
1621810406.1997466	3,2
1621810425.6792076	3
1621810445.6543636	3,2
1621810456.370564	3
1621810457.092779	3,2
1621810460.5411997	3
1621810462.6056685	3,2
1621810465.3189838	3
1621810495.911396	3,2
1621810505.9651418	3
1621810525.94827	3,2
1621810536.0776136	3
1621810575.961996	3,2
1621810586.0405924	3
1621810606.010957	3,2
