ubuntu@client-measure-pmp6:~/memcache-perf-dynamic$ ./mcperf -s 10.156.15.226 -a 10.156.15.225 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1500 --qps_interval 10 --qps_min 5000 --qps_max 100000 --qps_seed 42
Random waveform, supplied seed
Total number of intervals = 150 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175)
Average QPS expected = 49648
Timestamp start: 1621795001868
Timestamp end: 1621796502248

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      511.7   995.5    68.9   108.0   128.9   319.7   484.4   661.2   766.5   847.1   935.0  1071.4  3079.5 10699.1 32339.0  21921.1    21917
read      445.9   676.5    68.9   118.6   145.8   345.1   419.0   467.3   510.2   579.5   683.5   992.2  2609.3  7248.3 31041.7  81999.0    82027
read      393.5   534.2    68.9   114.7   137.7   323.7   397.9   443.2   479.8   531.5   608.6   737.4  2342.8  5884.4 22824.8  81496.2    81583
read      509.6  1332.9    68.9   110.7   133.6   323.1   465.5   561.6   615.8   672.6   746.4   855.0  4781.2 25250.1 36926.1  14267.6    14259
read      524.6  1852.2    74.4   118.3   149.4   292.3   377.7   426.5   458.8   496.0   544.3   660.1  5805.6 31681.8 37339.1   7825.3     7821
read      532.3  1349.7    68.9   108.9   130.5   319.5   478.6   617.9   694.0   768.2   841.0   958.5  4927.8 28011.6 35765.0  17680.4    17727
read      414.1   609.1    68.9   111.4   132.9   318.8   400.0   449.5   490.4   546.3   628.4   877.3  2345.5  6562.5 28815.2  65322.8    65559
read      496.7   643.6    68.9   106.3   125.2   313.4   416.1   519.5   680.8  1030.3  1257.7  1474.7  1933.7  6295.6 28816.9  41073.4    41133
read      504.4   830.5    68.9   107.4   126.8   316.5   456.2   631.7   820.0   946.1  1061.2  1211.6  2046.7  8134.2 32006.6  28676.9    28693
read      502.7   707.1    68.9   109.1   129.2   307.1   398.8   476.5   561.4   843.9  1375.9  1711.8  2235.9  8182.1 28375.5  53155.1    53141
read      475.1   553.2    68.9   108.5   128.4   301.2   392.3   462.1   534.4   711.0  1329.5  1726.1  2177.8  3603.4 11187.9  54482.4    54512
read      532.3  1468.1    68.9   110.1   132.9   324.5   471.4   574.1   631.0   691.3   767.6   880.2  5018.2 30256.3 36789.9  14790.6    14835
read      440.4   675.8    68.9   127.9   161.5   361.5   429.2   471.3   509.3   571.0   670.3   827.1  2398.1  8001.0 31005.6  98383.1    98446
read      502.5   793.5    68.9   107.7   126.8   316.9   422.0   528.5   700.9   998.5  1200.6  1408.7  1872.7  8688.4 31692.9  38224.5    38117
read      442.1   657.5    68.9   115.5   140.1   339.1   415.2   463.9   506.1   571.3   675.0  1073.0  2578.7  6881.5 30270.8  77862.7    77994
read      482.3   640.6    68.9   107.8   126.7   316.3   439.2   566.9   780.5   944.4  1076.4  1238.0  1702.3  7046.6 30480.9  30203.2    30209
read      421.4   556.5    68.9   113.5   135.9   326.5   407.8   458.5   501.2   561.0   647.9   951.9  2399.4  5523.7 21011.3  68371.2    68315
read      402.3   543.0    68.9   121.2   148.9   339.2   411.2   456.0   493.2   544.7   623.0   750.0  2054.8  6645.9 27193.6  92003.1    91940
read      493.9   687.1    68.9   109.0   128.6   310.6   404.0   482.4   564.4   812.6  1331.7  1650.8  2145.1  7291.0 29049.8  49387.6    49308
read      493.8   671.0    68.9   106.5   125.6   307.4   401.2   479.1   562.8   887.0  1354.7  1643.2  2109.0  6836.9 23108.2  46802.8    46880
read      416.3   626.2    68.9   123.2   151.7   343.5   415.7   461.2   500.0   554.2   636.1   776.1  2133.9  7686.0 30422.0  92444.2    92540
read      494.0   788.6    68.9   106.2   125.4   302.7   391.3   457.1   523.1   656.0  1410.5  1769.1  2241.6  8207.5 31007.2  49334.8    49396
read      412.7   550.0    68.9   124.9   155.0   346.6   417.0   460.3   498.1   554.3   640.1   781.3  2065.6  6298.5 20130.3  97814.7    97841
read      510.4   789.7    68.9   108.3   128.0   319.8   436.1   554.3   770.0  1010.0  1180.7  1374.9  1881.1  8988.3 32030.2  35382.8    35404
read      419.8   658.6    68.9   115.7   139.7   330.4   404.1   452.5   493.4   551.2   636.3   805.4  2673.9  6940.8 29952.3  80531.8    80451
read      405.1   585.1    68.9   118.4   144.6   334.4   408.4   454.3   492.1   545.0   624.8   756.6  2337.7  6389.5 27814.7  87336.7    87228
read      406.1   581.4    68.9   113.7   135.9   326.2   403.8   452.0   491.2   544.7   622.9   771.0  2488.3  6220.3 25570.1  75300.1    75554
read      450.4   616.1    68.9   110.8   132.3   315.6   403.5   461.1   511.5   586.1   747.5  1574.9  2344.8  5842.7 19034.3  57887.9    57964
read      407.3   595.6    68.9   116.0   140.7   330.5   404.2   451.9   490.4   543.8   625.0   760.4  2577.2  6845.1 23363.7  83532.1    83546
read      423.3   526.9    68.9   110.5   130.7   315.8   401.9   455.2   501.4   564.8   673.4  1366.1  2131.9  5200.3 15418.2  55431.6    55468
read      508.8   788.5    68.9   108.3   128.2   322.4   436.2   547.9   742.8   994.1  1168.2  1361.9  1949.2  8537.8 31163.7  34247.5    34203
read      513.8   747.9    68.9   108.2   128.0   319.6   433.9   552.4   777.7  1040.1  1225.3  1427.8  1960.2  8133.8 30893.3  37632.1    37629
read      515.3   800.6    68.9   108.0   128.3   321.4   434.0   545.1   758.3  1033.3  1205.4  1397.0  2019.0  9090.6 32015.7  34654.4    34577
read      514.1   766.7    63.8   109.4   129.4   314.9   414.7   504.4   612.7   986.9  1362.7  1630.5  2090.9  9493.4 30943.1  47501.5    47426
read      451.0   654.6    63.8   111.7   133.5   319.2   407.4   463.7   512.6   584.0   724.6  1547.3  2347.4  7450.3 25016.3  58839.2    58845
read      403.2   533.0    68.9   112.3   133.5   322.7   404.5   453.6   493.3   546.4   622.9   785.7  2282.5  5818.0 19679.9  66836.4    66993
read      517.9  1440.9    74.4   114.4   139.8   317.8   432.3   504.1   547.9   596.0   658.3   784.7  5451.2 27951.4 37349.7  11009.7    10977
read      499.6   626.2    68.9   110.2   130.9   312.8   411.3   496.6   588.4   898.3  1355.0  1678.0  2160.9  6068.6 15694.6  51432.8    51529
read      505.3   745.6    63.8   108.1   128.1   312.1   407.7   488.1   570.9   842.0  1374.0  1694.9  2172.9  8040.7 30654.5  48371.8    48344
read      512.9  1866.6    74.4   126.1   161.3   275.2   337.1   373.3   399.9   431.5   472.6   584.7  6512.0 32044.8 37762.9   5973.6     5902
read      441.1   641.0    68.9   114.9   138.2   335.2   414.3   465.6   510.9   576.1   669.6  1076.1  2601.8  6660.1 29544.3  71373.2    71602
read      507.0   716.2    68.9   108.7   128.7   320.3   424.9   518.0   632.3  1008.0  1299.1  1538.1  1983.8  7927.7 30705.3  41934.5    41886
read      499.7   719.7    68.9   107.9   127.6   310.4   406.6   489.2   580.6   892.5  1345.3  1631.2  2101.8  7766.2 30017.9  47391.9    47456
read      455.7   723.4    68.9   128.0   161.6   364.6   434.3   481.0   525.6   591.8   692.7   866.7  2598.3  9524.2 31068.1  93902.0    93939
read      488.9  1064.7    68.9   111.7   134.7   330.1   471.2   592.8   666.2   737.8   812.3   929.8  3146.3 13478.9 35342.2  16846.7    16890
read      498.1   639.3    68.9   108.8   128.6   314.6   413.8   495.2   585.3   920.7  1346.7  1634.1  2065.1  6274.5 18188.9  45683.1    45689
read      514.6   757.0    68.9   107.3   127.4   324.5   441.9   564.1   798.5  1026.5  1184.1  1373.1  1965.6  8684.5 29899.4  32802.8    32790
read      515.0   732.1    68.9   108.8   128.8   319.7   422.2   515.3   632.3  1026.7  1343.5  1587.2  2049.7  8318.2 29821.2  43976.0    44044
read      518.9   804.9    68.9   108.9   130.0   326.8   466.6   629.6   836.6   974.4  1095.2  1260.7  2371.4  8993.1 31730.6  28129.2    28149
read      521.3   763.5    68.9   108.6   128.7   323.5   430.4   533.5   695.1  1059.0  1303.2  1530.9  2067.5  8532.5 31118.1  39765.5    39739
read      431.6   636.8    68.9   115.5   139.6   337.5   417.0   466.1   507.9   569.2   659.6   872.4  2563.7  7384.5 27162.2  72496.0    72475
read      426.3   664.3    68.9   126.0   157.6   358.6   430.3   472.7   509.5   565.4   649.7   790.7  1996.6  8123.3 30999.9  93819.1    93882
read      574.7  2126.8    74.4   125.7   160.2   288.1   361.9   404.7   434.9   469.4   520.5   657.0  6977.2 31842.8 40498.8   6712.1     6692
read      502.5   656.7    68.9   110.6   131.7   315.9   414.4   495.9   581.8   841.7  1374.7  1706.9  2176.8  6111.3 18349.0  50235.6    50406
read      452.8   728.9    68.9   121.4   150.5   357.1   430.5   478.7   522.1   586.7   690.2   903.2  2591.6  8495.2 31554.8  83081.3    83055
read      468.8   632.2    68.9   111.0   132.7   318.7   408.4   468.6   525.3   612.2   907.2  1684.9  2343.8  6287.3 21579.4  55678.3    55609
read      570.8  1487.6    68.9   110.4   134.5   335.9   498.5   631.5   707.6   773.6   853.7   991.4  5536.5 30205.6 36815.2  16973.9    16968
read      516.3   738.2    68.9   108.9   128.6   320.1   425.8   531.1   695.2  1054.5  1314.2  1542.2  1981.3  8092.1 30633.5  43113.1    43031
read      572.3  1516.8    68.9   110.5   134.6   332.7   496.7   633.9   709.7   776.1   854.8   995.9  5936.3 30371.3 37911.7  17253.2    17236
read      504.1   765.7    68.9   125.8   159.5   379.4   454.9   508.6   562.6   645.5   782.9  1468.5  2819.4  8944.5 31084.8  82101.2    82183
read      517.4   811.3    68.9   109.6   129.4   320.7   423.7   515.2   625.3   999.7  1316.2  1564.5  2125.0  8080.3 32033.2  42210.0    42212
read      583.9  1809.8    68.9   113.5   138.9   327.0   464.3   548.5   598.1   654.6   730.2   870.9  6617.4 31629.2 43750.5  12304.1    12244
read      447.0   676.5    68.9   115.6   138.6   338.2   424.9   477.4   523.3   585.5   681.3  1086.3  2504.7  7518.2 30777.1  61762.9    61777
read      514.7   742.4    68.9   109.0   128.9   325.3   438.9   556.0   770.5  1049.6  1239.5  1442.5  1887.5  8107.6 31186.9  36982.6    36984
read      519.6   839.7    68.9   109.7   130.9   329.2   465.7   634.9   839.7   979.6  1100.6  1261.8  2028.5  9953.6 31635.0  29086.3    29093
read      517.9   771.7    68.9   110.0   129.9   322.8   428.4   526.2   660.4  1051.1  1319.5  1551.9  2005.8  8526.2 31610.6  41720.3    41715
read      523.7   792.0    68.9   109.0   129.5   326.6   442.2   562.4   780.8  1049.4  1234.0  1442.2  1990.2  8803.0 31873.1  34810.9    34838
read      426.6   660.8    68.9   113.1   135.0   328.1   412.2   463.1   505.2   563.2   648.3   912.5  2437.8  6966.9 31211.3  63423.2    63574
read      500.0   898.6    68.9   109.9   131.3   324.9   465.0   624.0   777.4   888.5   993.4  1135.2  1990.1 10154.9 31935.9  24478.0    24401
read      537.1   861.0    68.9   110.0   131.2   332.1   462.8   606.0   847.1  1040.0  1194.3  1387.2  2206.6  9505.8 31855.6  32154.5    32025
read      473.4   697.6    68.9   138.9   180.7   389.1   457.1   502.5   545.6   615.8   731.2   919.7  2053.0  8320.1 31514.9  98787.2    98971
read      506.5   855.6    68.9   110.8   133.4   331.7   476.8   640.9   781.9   891.3   997.9  1144.7  2178.5  9199.6 32379.1  23589.6    23657
read      465.7   746.3    68.9   116.0   140.6   340.0   419.9   473.6   524.2   593.5   711.2  1493.6  2649.0  8033.0 31501.7  67925.6    67877
read      369.2   319.4    63.8   111.9   132.3   312.7   394.0   441.8   479.2   527.3   593.3   759.4  1710.8  2493.6  8457.3  53763.2    53849
read      374.6   377.8    68.9   114.8   136.8   311.2   392.4   442.1   480.9   531.6   602.2   739.1  2055.6  3562.7  9265.6  79592.3    79536
read      330.0   274.7    68.9   119.1   142.1   303.8   369.9   406.5   434.2   467.6   513.2   609.4   872.4  3180.3  7461.2  17076.2    17081
