1621806343.5519278	3,2
1621806344.2135391	3
1621806346.7768984	3,2
1621806348.6460907	3
1621806354.9875023	3,2
1621806357.0960457	3
1621806364.5823562	3,2
1621806369.4282527	3
1621806381.0642872	3,2
1621806393.7487798	3
1621806394.6594446	3,2
1621806396.489789	3
1621806408.520042	3,2
1621806420.880925	3
1621806429.0330114	3,2
1621806430.9620605	3
1621806446.956282	3,2
1621806450.4319649	3
1621806452.5044062	3,2
1621806454.6115973	3
1621806456.6951222	3,2
1621806458.8114376	3
1621806461.5639572	3,2
1621806464.3762093	3
1621806466.4559872	3,2
1621806468.5521321	3
1621806472.6575239	3,2
1621806474.9479163	3
1621806477.0084922	3,2
1621806480.5160248	3
1621806486.6493804	3,2
1621806488.766288	3
1621806499.0057724	3,2
1621806501.1246526	3
1621806502.529632	3,2
1621806504.6354027	3
1621806506.710965	3,2
1621806510.85886	3
1621806514.9817123	3,2
1621806516.4211109	3
1621806518.5102773	3,2
1621806520.6270018	3
1621806522.7182336	3,2
1621806529.6408668	3
1621806530.3800788	3,2
1621806533.227203	3
1621806544.1127343	3,2
1621806546.8970046	3
1621806554.9395335	3,2
1621806556.7380729	3
1621806560.8879604	3,2
1621806562.480468	3
1621806574.8200068	3,2
1621806578.9846635	3
1621806582.431087	3,2
1621806585.9806564	3
1621806592.829601	3,2
1621806594.9451287	3
1621806599.0854897	3,2
1621806600.532937	3
1621806608.7450378	3,2
1621806610.8663461	3
1621806615.0071084	3,2
1621806617.1695664	3
1621806618.597887	3,2
1621806624.8300495	3
1621806634.4334288	3,2
1621806642.756527	3
1621806660.5606518	3,2
1621806662.6909585	3
1621806672.8947	3,2
1621806680.447874	3
1621806687.2502184	3,2
1621806692.79987	3
1621806694.8798432	3,2
1621806700.387103	3
1621806702.460015	3,2
1621806708.6411982	3
1621806722.8893588	3,2
1621806725.01424	3
1621806730.4561555	3,2
1621806732.5626667	3
1621806734.6357684	3,2
1621806738.7886255	3
1621806740.8854575	3,2
1621806745.0067675	3
1621806750.4816923	3,2
1621806752.5855494	3
1621806756.70331	3,2
1621806758.8048158	3
1621806764.9281595	3,2
1621806767.041542	3
1621806768.4458873	3,2
1621806770.552038	3
1621806774.6630425	3,2
1621806778.7815409	3
1621806780.8527105	3,2
1621806782.957688	3
1621806788.4095204	3,2
1621806792.5375073	3
1621806796.6654453	3,2
1621806798.7846074	3
1621806806.944768	3,2
1621806814.5254943	3
1621806816.6015673	3,2
1621806818.7211533	3
1621806820.806725	3,2
1621806822.884181	3
1621806826.982951	3,2
1621806830.4470391	3
1621806832.5314856	3,2
1621806836.696602	3
1621806840.8546166	3,2
1621806842.9938402	3
1621806846.4807775	3,2
1621806850.625754	3
1621806854.8764815	3,2
1621806860.3502874	3
1621806863.067047	3,2
1621806868.4523077	3
1621806874.4824748	3,2
1621806878.5858095	3
1621806882.6201572	3,2
1621806886.693674	3
1621806892.7350905	3,2
1621806902.7912643	3
1621806914.791807	3,2
1621806918.9950666	3
1621806923.0305817	3,2
1621806927.1329207	3
1621806928.526745	3,2
1621806932.6212766	3
1621806936.6654716	3,2
1621806938.7367444	3
1621806944.7671697	3,2
1621806946.8236592	3
1621806949.5307605	3,2
1621806950.3459048	3
1621806961.0211291	3,2
1621806962.4931421	3
1621806968.5222929	3,2
1621806972.593003	3
1621806973.3267083	3,2
1621806974.7440562	3
1621806976.7898607	3,2
1621806978.8481846	3
1621806990.8729477	3,2
1621806992.9631808	3
1621806997.0013092	3,2
1621807000.455098	3
1621807002.5019894	3,2
1621807006.5598104	3
1621807008.6148415	3,2
1621807012.6683502	3
1621807014.7184932	3,2
1621807016.784454	3
1621807020.1596727	3,2
1621807022.9173026	3
1621807027.6301942	3,2
1621807030.3447282	3
1621807033.0539641	3,2
1621807034.467842	3
1621807042.482782	3,2
1621807048.5333807	3
1621807058.5621033	3,2
1621807068.608546	3
1621807070.6555226	3,2
1621807072.8681195	3
1621807076.9160647	3,2
1621807078.9744568	3
1621807088.9803286	3,2
1621807096.4641237	3
1621807102.5002947	3,2
1621807104.5646617	3
1621807106.6062257	3,2
1621807110.6925037	3
1621807114.7286456	3,2
1621807116.7894428	3
1621807118.8400397	3,2
1621807124.9701421	3
1621807132.9841452	3,2
1621807139.0336668	3
1621807146.385196	3,2
1621807154.4242623	3
1621807156.483112	3,2
1621807160.5488327	3
1621807166.5785525	3,2
1621807170.8014731	3
1621807174.8433907	3,2
1621807178.8993511	3
1621807188.9057095	3,2
1621807193.0054526	3
1621807203.6802766	3,2
1621807207.0560427	3
1621807210.4456787	3,2
1621807212.4959183	3
1621807214.5359159	3,2
1621807216.5999336	3
1621807218.6551127	3,2
1621807222.7279663	3
1621807234.7590322	3,2
1621807244.8548265	3
1621807250.8835557	3,2
1621807252.9969447	3
1621807255.047975	3,2
1621807262.4522126	3
1621807264.506177	3,2
1621807266.5872707	3
1621807268.630447	3,2
1621807270.7984462	3
1621807272.8468046	3,2
1621807274.91485	3
1621807276.9753134	3,2
1621807286.4752848	3
1621807296.4827576	3,2
1621807300.583009	3
1621807304.61762	3,2
1621807306.7068543	3
1621807310.755539	3,2
1621807312.8488243	3
1621807322.855985	3,2
1621807325.7913425	3
1621807328.497543	3,2
1621807336.5637064	3
1621807338.6172984	3,2
1621807340.6810982	3
1621807342.7280545	3,2
1621807346.777676	3
1621807348.8377748	3,2
1621807350.896348	3
1621807352.9550834	3,2
1621807355.0734694	3
1621807356.4600008	3,2
1621807358.5339735	3
1621807360.5787182	3,2
1621807362.6769233	3
1621807364.7245274	3,2
1621807366.8038852	3
1621807372.8339765	3,2
1621807376.9057133	3
1621807378.9539387	3,2
1621807380.3907492	3
1621807383.0978417	3,2
1621807386.5233037	3
1621807389.2485862	3,2
1621807392.7068048	3
1621807394.7534535	3,2
1621807400.8173997	3
1621807402.8661976	3,2
1621807404.9253297	3
1621807406.971242	3,2
1621807408.3970542	3
1621807412.4660976	3,2
1621807416.5248625	3
1621807420.5539713	3,2
1621807424.695904	3
1621807430.734649	3,2
