1621378410.0173554	3,2
1621378411.1793966	3
1621378428.9658365	3,2
1621378439.510292	3
1621378468.6391716	3,2
1621378487.6194236	3
1621378519.1073163	3,2
1621378539.0193758	3
1621378540.283818	3,2
1621378541.5604966	3
1621378568.403574	3,2
1621378571.4863594	3
1621378585.5077956	3,2
1621378586.7247598	3
1621378599.5733366	3,2
1621378612.4607723	3
1621378619.50924	3,2
1621378639.3942316	3
1621378654.5746558	3,2
1621378655.9905725	3
1621378668.8372478	3,2
1621378679.4461432	3
1621378738.8571782	3,2
1621378799.5439744	3
1621378839.1517663	3,2
1621378848.661349	3
1621378873.1493652	3,2
1621378874.3652751	3
1621378930.269357	3,2
1621378943.1606648	3
1621378946.7161725	3,2
1621378949.1141136	3
1621378959.6310184	3,2
1621378969.01761	3
1621378979.5632753	3,2
1621378988.941592	3
1621379008.8073552	3,2
1621379019.4278376	3
1621379028.78028	3,2
1621379039.3543017	3
1621379059.203444	3,2
1621379068.6096957	3
1621379080.3012602	3,2
1621379109.997738	3
1621379128.6637783	3,2
1621379140.0260065	3
1621379172.7276614	3,2
1621379173.9723642	3
1621379175.1861658	3,2
1621379177.5712607	3
1621379189.2674198	3,2
1621379198.8587756	3
1621379209.3851016	3,2
1621379218.794235	3
1621379229.3374941	3,2
1621379250.3971872	3
1621379269.085139	3,2
1621379279.6498513	3
1621379289.0365572	3,2
1621379299.6827102	3
1621379309.0513306	3,2
1621379340.6143625	3
1621379341.829489	3,2
1621379363.0177317	3
1621379413.1374605	3,2
1621379429.5451424	3
1621379469.5722828	3,2
1621379478.8921149	3
1621379498.893611	3,2
1621379509.2847834	3
1621379569.543825	3,2
1621379589.428895	3
1621379609.2781334	3,2
1621379618.6908107	3
1621379622.2492898	3,2
1621379626.974037	3
1621379659.6145153	3,2
1621379669.0090027	3
1621379688.8603375	3,2
1621379699.4015958	3
1621379739.1414292	3,2
1621379748.565274	3
1621379769.5796285	3,2
1621379786.8036573	3
1621379789.18229	3,2
1621379800.8998303	3
1621379807.9452345	3,2
1621379815.041337	3
